#####################################################################
# Alchemist log file - simulation started at: 2023-04-14T09:59+0000 #
#####################################################################
#
# seed = 13
#
# The columns have the following meaning: 
# time distances[min] distances[max] distances[mean] 
0.0 NaN NaN NaN
0.0 NaN NaN NaN
1.0 0.38354509255489644 2.5050629920088117 1.5483047218147454
2.0 1.2055573627306972 2.235707461906398 1.5676645977056862
3.0 1.1804982525263508 2.246427523006853 1.5684644265808954
4.0 1.151264392588537 2.203707367624191 1.5465748400503567
5.0 1.1020313395848225 2.1927716639269628 1.5252318971950094
6.0 1.072221442599872 2.1824782896673662 1.5014286703854274
7.0 0.9873400503987824 2.1540540565391213 1.4746967575513126
8.0 0.936993487272592 2.125722170204501 1.451677492231252
9.0 0.8776831967681957 2.125722170204501 1.4310762097707752
10.0 0.8271375635688717 2.098191510987187 1.409919738282797
11.0 0.7898305367055107 2.078402366944182 1.389604768521352
12.0 0.7593766323516096 2.049155680392812 1.3694128417362703
13.0 0.7109075240180953 2.0307943904543 1.3503420041490357
14.0 0.6771416697722649 2.00381385178027 1.3318766989998385
15.0 0.6482404926667449 1.9782943762917704 1.3134776672746484
16.0 0.5914901357478606 1.954314580723026 1.293672797917213
17.0 0.5590471948032452 1.9505285760700115 1.2758747056011361
18.0 0.5297714201627072 1.9079984018109257 1.2592846689685921
19.0 0.49129526786182787 1.8912498368563042 1.2437384050074407
20.0 0.4687095651480499 1.8976582364873562 1.2262774882750402
21.0 0.4245190000744308 1.9049417636527655 1.2085458725175822
22.0 0.3824236636325241 1.9032063322708819 1.1923876211798747
23.0 0.36545105732302635 1.913137888241558 1.175579391665218
24.0 0.34494644840456334 1.8869690847478027 1.1559700707745624
25.0 0.3603768831961256 1.8310890833790094 1.137866305722862
26.0 0.35849899244248473 1.8863240209373888 1.1208360723378097
27.0 0.36344611182324416 1.95353335264685 1.1031277173260245
28.0 0.33592556527783446 2.032534571573767 1.0863683517866438
29.0 0.3155176079832925 2.0746532215059275 1.06710513059339
30.0 0.29022312264560723 2.111674249239382 1.045713414863668
31.0 0.27810646195918565 2.1770653951749934 1.0254759634220592
32.0 0.29200470334051515 2.246776810251131 1.0073416879611063
33.0 0.3262021051788384 2.21970729896588 0.9918200959337666
34.0 0.35143927075522996 2.168604328577238 0.9765192498606912
35.0 0.35774568479585434 2.234000141133007 0.9627945347064255
36.0 0.35289884259580584 2.2110429778077636 0.9495904108517038
37.0 0.3107438024042214 2.1932255258791193 0.9351503421197433
38.0 0.28270593738434 2.150621194985013 0.9189529348928132
